model_a_id,model_b_id,sense,len_a,len_b,overlap,percent_overlap_a,percent_overlap_b,num_exons_a,num_exons_b,exon_overlap,exon_len_a,exon_len_b,perc_exon_overlap_a,perc_exon_overlap_b
chr_502+CDS265,chr_502+CDS250,+,1682,1682,1682,1.0,1.0,2,2,1620,1620,1620,1.0,1.0
chr_502+CDS266,chr_502+CDS251,+,1094,1094,1094,1.0,1.0,3,3,900,900,900,1.0,1.0
chr_502+CDS267,chr_502+CDS252,+,1301,1301,1301,1.0,1.0,3,3,1173,1173,1173,1.0,1.0
chr_502+CDS268,chr_502+CDS253,+,1675,1675,1675,1.0,1.0,4,4,1494,1494,1494,1.0,1.0
chr_502+CDS269,chr_502+CDS254,+,1132,1132,1132,1.0,1.0,6,6,858,858,858,1.0,1.0
chr_502+CDS270,chr_502+CDS255,-,438,438,438,1.0,1.0,1,1,438,438,438,1.0,1.0
chr_502+CDS272,chr_502+CDS257,-,1953,1953,1953,1.0,1.0,1,1,1953,1953,1953,1.0,1.0
chr_502+CDS273,chr_502+CDS258,-,1212,1212,1212,1.0,1.0,1,1,1212,1212,1212,1.0,1.0
chr_502+CDS275,chr_502+CDS260,+,1819,1819,1819,1.0,1.0,4,4,1662,1662,1662,1.0,1.0
chr_502+CDS276,chr_502+CDS261,+,1598,1598,1598,1.0,1.0,4,4,1401,1401,1401,1.0,1.0
chr_502+CDS279,chr_502+CDS263,-,908,908,908,1.0,1.0,4,4,741,741,741,1.0,1.0
chr_502+CDS280,chr_502+CDS264,+,1564,1564,1564,1.0,1.0,3,3,1407,1407,1407,1.0,1.0
chr_502+CDS281,chr_502+CDS265,-,1617,1617,1617,1.0,1.0,1,1,1617,1617,1617,1.0,1.0
chr_502+CDS284,chr_502+CDS267,-,494,494,494,1.0,1.0,2,2,423,423,423,1.0,1.0
chr_502+CDS285,chr_502+CDS268,+,660,660,660,1.0,1.0,1,1,660,660,660,1.0,1.0
chr_502+CDS286,chr_502+CDS269,-,1223,1223,1223,1.0,1.0,3,3,1065,1065,1065,1.0,1.0
chr_502+CDS287,chr_502+CDS270,-,1716,1716,1716,1.0,1.0,2,2,1659,1659,1659,1.0,1.0
chr_502+CDS288,chr_502+CDS271,+,2538,2538,2538,1.0,1.0,5,5,2292,2292,2292,1.0,1.0
chr_502+CDS290,chr_502+CDS273,-,990,990,990,1.0,1.0,5,5,732,732,732,1.0,1.0
chr_502+CDS292,chr_502+CDS275,+,753,753,753,1.0,1.0,1,1,753,753,753,1.0,1.0
chr_502+CDS294,chr_502+CDS277,+,1274,1274,1274,1.0,1.0,4,4,1065,1065,1065,1.0,1.0
chr_502+CDS297,chr_502+CDS280,+,1850,1850,1850,1.0,1.0,5,5,1620,1620,1620,1.0,1.0
chr_502+CDS298,chr_502+CDS281,+,1684,1684,1684,1.0,1.0,3,3,1530,1530,1530,1.0,1.0
chr_502+CDS305,chr_502+CDS285,-,2357,2357,2357,1.0,1.0,5,5,2109,2109,2109,1.0,1.0
chr_502+CDS306,chr_502+CDS286,+,1237,1237,1237,1.0,1.0,3,3,1023,1023,1023,1.0,1.0
chr_502+CDS307,chr_502+CDS287,-,1432,1432,1432,1.0,1.0,2,2,1356,1356,1356,1.0,1.0
chr_502+CDS308,chr_502+CDS288,-,2253,2253,2253,1.0,1.0,4,4,1998,1998,1998,1.0,1.0
chr_502+CDS309,chr_502+CDS289,+,2558,2558,2558,1.0,1.0,5,5,2328,2328,2328,1.0,1.0
chr_502+CDS310,chr_502+CDS290,+,4138,4138,4138,1.0,1.0,6,6,3876,3876,3876,1.0,1.0
chr_502+CDS311,chr_502+CDS291,+,3609,3609,3609,1.0,1.0,8,8,3135,3135,3135,1.0,1.0
chr_502+CDS312,chr_502+CDS293,-,924,924,924,1.0,1.0,3,3,771,771,771,1.0,1.0
chr_502+CDS314,chr_502+CDS295,+,3749,3749,3749,1.0,1.0,3,3,3516,3516,3516,1.0,1.0
chr_502+CDS317,chr_502+CDS298,-,409,409,409,1.0,1.0,2,2,330,330,330,1.0,1.0
chr_502+CDS318,chr_502+CDS299,+,1098,1098,1098,1.0,1.0,2,2,1044,1044,1044,1.0,1.0
chr_502+CDS319,chr_502+CDS300,+,1395,1395,1395,1.0,1.0,6,6,1110,1110,1110,1.0,1.0
chr_502+CDS320,chr_502+CDS301,+,357,357,357,1.0,1.0,1,1,357,357,357,1.0,1.0
chr_502+CDS321,chr_502+CDS302,-,2584,2584,2584,1.0,1.0,4,4,2421,2421,2421,1.0,1.0
chr_502+CDS322,chr_502+CDS303,+,3804,3804,3804,1.0,1.0,4,4,3642,3642,3642,1.0,1.0
chr_502+CDS325,chr_502+CDS306,+,1879,1879,1879,1.0,1.0,3,3,1701,1701,1701,1.0,1.0
chr_502+CDS327,chr_502+CDS308,+,3408,3408,3408,1.0,1.0,1,1,3408,3408,3408,1.0,1.0
chr_502+CDS329,chr_502+CDS310,-,1126,1126,1126,1.0,1.0,4,4,957,957,957,1.0,1.0
chr_502+CDS330,chr_502+CDS311,+,1003,1003,1003,1.0,1.0,2,2,945,945,945,1.0,1.0
chr_502+CDS331,chr_502+CDS312,-,1131,1131,1131,1.0,1.0,2,2,1065,1065,1065,1.0,1.0
chr_502+CDS332,chr_502+CDS313,-,1808,1808,1808,1.0,1.0,4,4,1605,1605,1605,1.0,1.0
chr_502+CDS333,chr_502+CDS314,-,7344,7344,7344,1.0,1.0,4,4,7170,7170,7170,1.0,1.0
chr_502+CDS334,chr_502+CDS315,+,1268,1268,1268,1.0,1.0,5,5,1002,1002,1002,1.0,1.0
chr_502+CDS335,chr_502+CDS316,+,1374,1374,1374,1.0,1.0,1,1,1374,1374,1374,1.0,1.0
chr_502+CDS336,chr_502+CDS317,+,637,637,637,1.0,1.0,4,4,417,417,417,1.0,1.0
chr_502+CDS337,chr_502+CDS318,-,999,999,999,1.0,1.0,1,1,999,999,999,1.0,1.0
chr_502+CDS338,chr_502+CDS319,+,3748,3748,3748,1.0,1.0,3,3,3636,3636,3636,1.0,1.0
chr_502+CDS339,chr_502+CDS320,+,1305,1305,1305,1.0,1.0,2,2,1227,1227,1227,1.0,1.0
chr_502+CDS341,chr_502+CDS322,+,726,726,726,1.0,1.0,3,3,558,558,558,1.0,1.0
chr_502+CDS342,chr_502+CDS323,-,1629,1629,1629,1.0,1.0,4,4,1458,1458,1458,1.0,1.0
chr_502+CDS343,chr_502+CDS324,+,1139,1139,1139,1.0,1.0,2,2,708,708,708,1.0,1.0
chr_502+CDS344,chr_502+CDS325,-,1580,1580,1580,1.0,1.0,2,2,1428,1428,1428,1.0,1.0
chr_502+CDS345,chr_502+CDS326,-,831,831,831,1.0,1.0,4,4,447,447,447,1.0,1.0
chr_502+CDS346,chr_502+CDS327,+,1512,1512,1512,1.0,1.0,4,4,1332,1332,1332,1.0,1.0
chr_502+CDS347,chr_502+CDS328,-,1033,1033,1033,1.0,1.0,2,2,960,960,960,1.0,1.0
chr_502+CDS348,chr_502+CDS329,+,981,981,981,1.0,1.0,1,1,981,981,981,1.0,1.0
chr_502+CDS352,chr_502+CDS332,-,2548,2548,2548,1.0,1.0,3,3,2415,2415,2415,1.0,1.0
chr_502+CDS353,chr_502+CDS333,+,340,340,340,1.0,1.0,3,3,204,204,204,1.0,1.0
chr_502+CDS354,chr_502+CDS334,-,1796,1796,1796,1.0,1.0,2,2,1731,1731,1731,1.0,1.0
chr_502+CDS355,chr_502+CDS335,+,749,749,749,1.0,1.0,4,4,507,507,507,1.0,1.0
chr_502+CDS356,chr_502+CDS336,-,1816,1816,1816,1.0,1.0,5,5,1581,1581,1581,1.0,1.0
chr_502+CDS357,chr_502+CDS337,+,1019,1019,1019,1.0,1.0,3,3,894,894,894,1.0,1.0
chr_502+CDS359,chr_502+CDS339,-,2427,2427,2427,1.0,1.0,1,1,2427,2427,2427,1.0,1.0
chr_502+CDS360,chr_502+CDS340,+,1257,1257,1257,1.0,1.0,1,1,1257,1257,1257,1.0,1.0
chr_502+CDS362,chr_502+CDS342,+,499,499,499,1.0,1.0,2,2,423,423,423,1.0,1.0
chr_502+CDS363,chr_502+CDS343,+,808,808,808,1.0,1.0,2,2,735,735,735,1.0,1.0
chr_502+CDS364,chr_502+CDS344,-,1037,1037,1037,1.0,1.0,2,2,981,981,981,1.0,1.0
chr_502+CDS366,chr_502+CDS346,+,1002,1002,1002,1.0,1.0,1,1,1002,1002,1002,1.0,1.0
chr_502+CDS367,chr_502+CDS347,+,2844,2844,2844,1.0,1.0,5,5,2598,2598,2598,1.0,1.0
chr_502+CDS369,chr_502+CDS349,-,1843,1843,1843,1.0,1.0,3,3,1743,1743,1743,1.0,1.0
chr_502+CDS370,chr_502+CDS350,-,1970,1970,1970,1.0,1.0,7,7,1644,1644,1644,1.0,1.0
chr_502+CDS372,chr_502+CDS352,+,1310,1310,1310,1.0,1.0,2,2,1260,1260,1260,1.0,1.0
chr_502+CDS374,chr_502+CDS354,-,600,600,600,1.0,1.0,2,2,525,525,525,1.0,1.0
chr_502+CDS375,chr_502+CDS355,-,1443,1443,1443,1.0,1.0,1,1,1443,1443,1443,1.0,1.0
chr_502+CDS377,chr_502+CDS357,+,1692,1692,1692,1.0,1.0,3,3,1572,1572,1572,1.0,1.0
chr_502+CDS378,chr_502+CDS358,-,1239,1239,1239,1.0,1.0,1,1,1239,1239,1239,1.0,1.0
chr_502+CDS379,chr_502+CDS359,+,2494,2494,2494,1.0,1.0,2,2,2415,2415,2415,1.0,1.0
chr_502+CDS380,chr_502+CDS360,-,1398,1398,1398,1.0,1.0,2,2,1341,1341,1341,1.0,1.0
chr_502+CDS382,chr_502+CDS362,+,750,750,750,1.0,1.0,4,4,582,582,582,1.0,1.0
chr_502+CDS383,chr_502+CDS363,-,3329,3329,3329,1.0,1.0,7,7,2994,2994,2994,1.0,1.0
chr_502+CDS384,chr_502+CDS364,+,7224,7224,7224,1.0,1.0,4,4,7020,7020,7020,1.0,1.0
chr_502+CDS389,chr_502+CDS368,+,657,657,657,1.0,1.0,1,1,657,657,657,1.0,1.0
chr_502+CDS390,chr_502+CDS369,+,795,795,795,1.0,1.0,1,1,795,795,795,1.0,1.0
chr_502+CDS392,chr_502+CDS371,-,1303,1303,1303,1.0,1.0,3,3,1143,1143,1143,1.0,1.0
chr_502+CDS393,chr_502+CDS372,-,1357,1357,1357,1.0,1.0,5,5,1110,1110,1110,1.0,1.0
chr_502+CDS394,chr_502+CDS373,+,2299,2299,2299,1.0,1.0,2,2,2238,2238,2238,1.0,1.0
chr_502+CDS397,chr_502+CDS375,-,1644,1644,1644,1.0,1.0,2,2,1569,1569,1569,1.0,1.0
chr_502+CDS398,chr_502+CDS376,-,1087,1087,1087,1.0,1.0,2,2,1002,1002,1002,1.0,1.0
chr_502+CDS399,chr_502+CDS377,+,1463,1463,1463,1.0,1.0,3,3,1323,1323,1323,1.0,1.0
chr_502+CDS400,chr_502+CDS378,-,998,998,998,1.0,1.0,4,4,786,786,786,1.0,1.0
chr_502+CDS401,chr_502+CDS381,-,2058,2058,2058,1.0,1.0,3,3,1917,1917,1917,1.0,1.0
chr_502+CDS402,chr_502+CDS382,+,1990,1990,1990,1.0,1.0,7,7,903,903,903,1.0,1.0
chr_502+CDS403,chr_502+CDS383,+,1123,1123,1123,1.0,1.0,2,2,1050,1050,1050,1.0,1.0
chr_502+CDS404,chr_502+CDS384,+,1746,1746,1746,1.0,1.0,1,1,1746,1746,1746,1.0,1.0
chr_502+CDS405,chr_502+CDS385,+,3143,3143,3143,1.0,1.0,4,4,2991,2991,2991,1.0,1.0
chr_502+CDS407,chr_502+CDS387,-,1659,1659,1659,1.0,1.0,1,1,1659,1659,1659,1.0,1.0
chr_502+CDS408,chr_502+CDS388,-,1326,1326,1326,1.0,1.0,1,1,1326,1326,1326,1.0,1.0
chr_502+CDS409,chr_502+CDS389,-,1503,1503,1503,1.0,1.0,1,1,1503,1503,1503,1.0,1.0
chr_502+CDS412,chr_502+CDS392,-,3324,3324,3324,1.0,1.0,1,1,3324,3324,3324,1.0,1.0
chr_502+CDS413,chr_502+CDS393,+,927,927,927,1.0,1.0,2,2,780,780,780,1.0,1.0
chr_502+CDS414,chr_502+CDS394,-,1233,1233,1233,1.0,1.0,1,1,1233,1233,1233,1.0,1.0
chr_502+CDS415,chr_502+CDS395,+,2510,2510,2510,1.0,1.0,3,3,1947,1947,1947,1.0,1.0
chr_502+CDS417,chr_502+CDS396,+,490,490,490,1.0,1.0,2,2,414,414,414,1.0,1.0
chr_502+CDS419,chr_502+CDS398,+,957,957,957,1.0,1.0,2,2,891,891,891,1.0,1.0
chr_502+CDS421,chr_502+CDS399,+,1393,1393,1393,1.0,1.0,2,2,1317,1317,1317,1.0,1.0
chr_502+CDS422,chr_502+CDS400,-,2003,2003,2003,1.0,1.0,3,3,1866,1866,1866,1.0,1.0
chr_502+CDS423,chr_502+CDS401,+,771,771,771,1.0,1.0,2,2,687,687,687,1.0,1.0
chr_502+CDS426,chr_502+CDS403,+,976,976,976,1.0,1.0,2,2,888,888,888,1.0,1.0
chr_502+CDS427,chr_502+CDS404,-,1265,1265,1265,1.0,1.0,3,3,966,966,966,1.0,1.0
chr_502+CDS429,chr_502+CDS406,-,1252,1252,1252,1.0,1.0,3,3,1140,1140,1140,1.0,1.0
chr_502+CDS431,chr_502+CDS408,-,2346,2346,2346,1.0,1.0,1,1,2346,2346,2346,1.0,1.0
chr_502+CDS434,chr_502+CDS410,-,2906,2906,2906,1.0,1.0,2,2,2835,2835,2835,1.0,1.0
chr_502+CDS435,chr_502+CDS411,-,1476,1476,1476,1.0,1.0,1,1,1476,1476,1476,1.0,1.0
chr_502+CDS436,chr_502+CDS412,-,525,525,525,1.0,1.0,3,3,381,381,381,1.0,1.0
chr_502+CDS437,chr_502+CDS413,-,2024,2024,2024,1.0,1.0,2,2,1968,1968,1968,1.0,1.0
chr_502+CDS438,chr_502+CDS414,-,1425,1425,1425,1.0,1.0,1,1,1425,1425,1425,1.0,1.0
chr_502+CDS439,chr_502+CDS415,-,1170,1170,1170,1.0,1.0,5,5,921,921,921,1.0,1.0
chr_502+CDS440,chr_502+CDS416,-,726,726,726,1.0,1.0,2,2,660,660,660,1.0,1.0
chr_502+CDS441,chr_502+CDS417,+,487,487,487,1.0,1.0,2,2,345,345,345,1.0,1.0
chr_502+CDS442,chr_502+CDS418,-,3008,3008,3008,1.0,1.0,5,5,2754,2754,2754,1.0,1.0
chr_502+CDS443,chr_502+CDS419,+,955,955,955,1.0,1.0,3,3,801,801,801,1.0,1.0
chr_502+CDS444,chr_502+CDS420,-,1257,1257,1257,1.0,1.0,2,2,1179,1179,1179,1.0,1.0
chr_502+CDS445,chr_502+CDS421,+,3285,3285,3285,1.0,1.0,8,8,2847,2847,2847,1.0,1.0
chr_502+CDS448,chr_502+CDS424,+,3111,3111,3111,1.0,1.0,2,2,3045,3045,3045,1.0,1.0
chr_502+CDS449,chr_502+CDS425,-,540,540,540,1.0,1.0,1,1,540,540,540,1.0,1.0
chr_502+CDS450,chr_502+CDS426,-,3287,3287,3287,1.0,1.0,6,6,3027,3027,3027,1.0,1.0
chr_502+CDS452,chr_502+CDS428,+,1931,1931,1931,1.0,1.0,8,8,1551,1551,1551,1.0,1.0
chr_502+CDS454,chr_502+CDS430,-,684,684,684,1.0,1.0,1,1,684,684,684,1.0,1.0
chr_502+CDS455,chr_502+CDS431,-,1356,1356,1356,1.0,1.0,1,1,1356,1356,1356,1.0,1.0
chr_502+CDS456,chr_502+CDS432,+,1683,1683,1683,1.0,1.0,1,1,1683,1683,1683,1.0,1.0
chr_502+CDS457,chr_502+CDS433,-,1757,1757,1757,1.0,1.0,3,3,1629,1629,1629,1.0,1.0
chr_502+CDS458,chr_502+CDS434,-,3070,3070,3070,1.0,1.0,2,2,3018,3018,3018,1.0,1.0
chr_502+CDS459,chr_502+CDS435,+,1080,1080,1080,1.0,1.0,1,1,1080,1080,1080,1.0,1.0
chr_502+CDS460,chr_502+CDS436,-,1984,1984,1984,1.0,1.0,7,7,1620,1620,1620,1.0,1.0
chr_502+CDS461,chr_502+CDS437,+,1703,1703,1703,1.0,1.0,3,3,1557,1557,1557,1.0,1.0
chr_502+CDS462,chr_502+CDS438,+,843,843,843,1.0,1.0,1,1,843,843,843,1.0,1.0
chr_502+CDS463,chr_502+CDS439,-,652,652,652,1.0,1.0,2,2,588,588,588,1.0,1.0
chr_502+CDS465,chr_502+CDS441,+,1425,1425,1425,1.0,1.0,4,4,1191,1191,1191,1.0,1.0
chr_502+CDS466,chr_502+CDS442,-,1052,1052,1052,1.0,1.0,2,2,969,969,969,1.0,1.0
chr_502+CDS467,chr_502+CDS443,-,1950,1950,1950,1.0,1.0,3,3,1836,1836,1836,1.0,1.0
chr_502+CDS469,chr_502+CDS445,-,1499,1499,1499,1.0,1.0,4,4,1302,1302,1302,1.0,1.0
chr_502+CDS470,chr_502+CDS446,+,673,673,673,1.0,1.0,4,4,369,369,369,1.0,1.0
chr_502+CDS471,chr_502+CDS447,-,1747,1747,1747,1.0,1.0,4,4,1560,1560,1560,1.0,1.0
chr_502+CDS472,chr_502+CDS448,+,621,621,621,1.0,1.0,1,1,621,621,621,1.0,1.0
chr_502+CDS473,chr_502+CDS449,+,1635,1635,1635,1.0,1.0,4,4,1413,1413,1413,1.0,1.0
chr_502+CDS474,chr_502+CDS450,-,1714,1714,1714,1.0,1.0,2,2,1656,1656,1656,1.0,1.0
chr_502+CDS477,chr_502+CDS453,+,1021,1021,1021,1.0,1.0,3,3,900,900,900,1.0,1.0
chr_502+CDS480,chr_502+CDS456,+,1220,1220,1220,1.0,1.0,2,2,1164,1164,1164,1.0,1.0
chr_502+CDS484,chr_502+CDS458,+,1156,1156,1156,1.0,1.0,2,2,1089,1089,1089,1.0,1.0
chr_502+CDS486,chr_502+CDS460,-,1293,1293,1293,1.0,1.0,1,1,1293,1293,1293,1.0,1.0
chr_502+CDS487,chr_502+CDS461,+,1621,1621,1621,1.0,1.0,4,4,1428,1428,1428,1.0,1.0
chr_502+CDS488,chr_502+CDS462,+,2642,2642,2642,1.0,1.0,6,6,2367,2367,2367,1.0,1.0
chr_502+CDS489,chr_502+CDS463,+,1006,1006,1006,1.0,1.0,2,2,942,942,942,1.0,1.0
chr_502+CDS492,chr_502+CDS465,+,851,851,851,1.0,1.0,2,2,762,762,762,1.0,1.0
chr_502+CDS495,chr_502+CDS468,+,930,930,930,1.0,1.0,2,2,876,876,876,1.0,1.0
chr_502+CDS496,chr_502+CDS469,+,1736,1736,1736,1.0,1.0,2,2,1671,1671,1671,1.0,1.0
chr_502+CDS501,chr_502+CDS474,-,968,968,968,1.0,1.0,4,4,795,795,795,1.0,1.0
chr_502+CDS503,chr_502+CDS476,+,658,658,658,1.0,1.0,3,3,534,534,534,1.0,1.0
chr_502+CDS504,chr_502+CDS477,+,1298,1298,1298,1.0,1.0,5,5,930,930,930,1.0,1.0
chr_502+CDS506,chr_502+CDS479,-,1658,1658,1658,1.0,1.0,3,3,1542,1542,1542,1.0,1.0
chr_502+CDS508,chr_502+CDS481,-,1772,1772,1772,1.0,1.0,3,3,1602,1602,1602,1.0,1.0
chr_502+CDS509,chr_502+CDS482,-,1212,1212,1212,1.0,1.0,3,3,1077,1077,1077,1.0,1.0
chr_502+CDS510,chr_502+CDS483,-,2209,2209,2209,1.0,1.0,3,3,2064,2064,2064,1.0,1.0
chr_502+CDS511,chr_502+CDS484,-,2599,2599,2599,1.0,1.0,7,7,2244,2244,2244,1.0,1.0
chr_502+CDS512,chr_502+CDS485,-,1180,1180,1180,1.0,1.0,2,2,1086,1086,1086,1.0,1.0
chr_502+CDS513,chr_502+CDS486,+,733,733,733,1.0,1.0,2,2,669,669,669,1.0,1.0
chr_502+CDS514,chr_502+CDS487,-,4060,4060,4060,1.0,1.0,8,8,3636,3636,3636,1.0,1.0
chr_502+CDS515,chr_502+CDS488,+,651,651,651,1.0,1.0,1,1,651,651,651,1.0,1.0
chr_502+CDS516,chr_502+CDS489,+,1542,1542,1542,1.0,1.0,4,4,1392,1392,1392,1.0,1.0
chr_502+CDS519,chr_502+CDS492,-,3243,3243,3243,1.0,1.0,5,5,3012,3012,3012,1.0,1.0
chr_502+CDS520,chr_502+CDS493,+,981,981,981,1.0,1.0,3,3,852,852,852,1.0,1.0
chr_502+CDS521,chr_502+CDS494,-,1318,1318,1318,1.0,1.0,3,3,1200,1200,1200,1.0,1.0
chr_502+CDS523,chr_502+CDS496,-,2235,2235,2235,1.0,1.0,1,1,2235,2235,2235,1.0,1.0
chr_502+CDS525,chr_502+CDS498,+,879,879,879,1.0,1.0,2,2,696,696,696,1.0,1.0
chr_502+CDS529,chr_502+CDS501,-,1055,1055,1055,1.0,1.0,2,2,1005,1005,1005,1.0,1.0
chr_502+CDS530,chr_502+CDS502,+,402,402,402,1.0,1.0,1,1,402,402,402,1.0,1.0
chr_502+CDS531,chr_502+CDS503,+,1293,1293,1293,1.0,1.0,1,1,1293,1293,1293,1.0,1.0
chr_502+CDS536,chr_502+CDS505,+,1350,1350,1350,1.0,1.0,1,1,1350,1350,1350,1.0,1.0
chr_502+CDS537,chr_502+CDS506,-,765,765,765,1.0,1.0,1,1,765,765,765,1.0,1.0
chr_502+CDS541,chr_502+CDS508,+,1365,1365,1365,1.0,1.0,1,1,1365,1365,1365,1.0,1.0
chr_502+CDS543,chr_502+CDS510,-,1338,1338,1338,1.0,1.0,1,1,1338,1338,1338,1.0,1.0
chr_502+CDS547,chr_502+CDS511,-,864,864,864,1.0,1.0,1,1,864,864,864,1.0,1.0
chr_502+CDS554,chr_502+CDS517,-,1479,1479,1479,1.0,1.0,1,1,1479,1479,1479,1.0,1.0
chr_502+CDS559,chr_502+CDS521,-,669,669,669,1.0,1.0,1,1,669,669,669,1.0,1.0
chr_502+CDS560,chr_502+CDS522,-,5026,5026,5026,1.0,1.0,6,6,4497,4497,4497,1.0,1.0
chr_502+CDS566,chr_502+CDS529,+,1569,1569,1569,1.0,1.0,5,5,1365,1365,1365,1.0,1.0
chr_502+CDS573,chr_502+CDS533,+,600,600,600,1.0,1.0,1,1,600,600,600,1.0,1.0
chr_502+CDS575,chr_502+CDS535,+,561,561,561,1.0,1.0,1,1,561,561,561,1.0,1.0
chr_502+CDS577,chr_502+CDS537,+,1347,1347,1347,1.0,1.0,1,1,1347,1347,1347,1.0,1.0
chr_502+CDS579,chr_502+CDS538,-,1229,1229,1229,1.0,1.0,4,4,1023,1023,1023,1.0,1.0
chr_502+CDS584,chr_502+CDS542,+,1229,1229,1229,1.0,1.0,4,4,1023,1023,1023,1.0,1.0
chr_502+CDS586,chr_502+CDS543,-,1347,1347,1347,1.0,1.0,1,1,1347,1347,1347,1.0,1.0
chr_502+CDS588,chr_502+CDS544,-,766,766,766,1.0,1.0,2,2,711,711,711,1.0,1.0
chr_502+CDS594,chr_502+CDS545,+,609,609,609,1.0,1.0,1,1,609,609,609,1.0,1.0
chr_502+CDS596,chr_502+CDS547,-,1329,1329,1329,1.0,1.0,3,3,1233,1233,1233,1.0,1.0
chr_502+CDS598,chr_502+CDS548,-,801,801,801,1.0,1.0,1,1,801,801,801,1.0,1.0
chr_502+CDS601,chr_502+CDS550,+,1350,1350,1350,1.0,1.0,1,1,1350,1350,1350,1.0,1.0
chr_502+CDS602,chr_502+CDS551,-,765,765,765,1.0,1.0,1,1,765,765,765,1.0,1.0
chr_502+CDS605,chr_502+CDS552,-,1505,1505,1505,1.0,1.0,2,2,1446,1446,1446,1.0,1.0
chr_502+CDS609,chr_502+CDS554,-,492,492,492,1.0,1.0,2,2,432,432,432,1.0,1.0
chr_502+CDS611,chr_502+CDS556,+,669,669,669,1.0,1.0,1,1,669,669,669,1.0,1.0
chr_502+CDS615,chr_502+CDS560,-,1395,1395,1395,1.0,1.0,1,1,1395,1395,1395,1.0,1.0
chr_502+CDS620,chr_502+CDS562,-,1973,1973,1973,1.0,1.0,2,2,1923,1923,1923,1.0,1.0
chr_502+CDS625,chr_502+CDS566,-,466,466,466,1.0,1.0,2,2,417,417,417,1.0,1.0
chr_502+CDS630,chr_502+CDS570,+,1047,1047,1047,1.0,1.0,2,2,987,987,987,1.0,1.0
chr_502+CDS631,chr_502+CDS571,+,1341,1341,1341,1.0,1.0,1,1,1341,1341,1341,1.0,1.0
chr_502+CDS634,chr_502+CDS573,+,1822,1822,1822,1.0,1.0,2,2,1764,1764,1764,1.0,1.0
chr_502+CDS635,chr_502+CDS574,+,939,939,939,1.0,1.0,1,1,939,939,939,1.0,1.0
chr_502+CDS636,chr_502+CDS575,-,2495,2495,2495,1.0,1.0,2,2,2436,2436,2436,1.0,1.0
chr_502+CDS637,chr_502+CDS577,+,896,896,896,1.0,1.0,2,2,834,834,834,1.0,1.0
chr_502+CDS640,chr_502+CDS579,+,990,990,990,1.0,1.0,1,1,990,990,990,1.0,1.0
chr_502+CDS641,chr_502+CDS580,+,1576,1576,1576,1.0,1.0,8,8,1194,1194,1194,1.0,1.0
chr_502+CDS643,chr_502+CDS582,-,2629,2629,2629,1.0,1.0,3,3,2397,2397,2397,1.0,1.0
chr_502+CDS644,chr_502+CDS583,-,1248,1248,1248,1.0,1.0,1,1,1248,1248,1248,1.0,1.0
chr_502+CDS645,chr_502+CDS584,+,632,632,632,1.0,1.0,4,4,357,357,357,1.0,1.0
chr_502+CDS646,chr_502+CDS585,-,4225,4225,4225,1.0,1.0,11,11,3690,3690,3690,1.0,1.0
chr_502+CDS647,chr_502+CDS586,-,2462,2462,2462,1.0,1.0,4,4,2286,2286,2286,1.0,1.0
chr_502+CDS648,chr_502+CDS587,+,4364,4364,4364,1.0,1.0,3,3,4248,4248,4248,1.0,1.0
chr_502+CDS649,chr_502+CDS588,-,711,711,711,1.0,1.0,1,1,711,711,711,1.0,1.0
chr_502+CDS650,chr_502+CDS589,+,906,906,906,1.0,1.0,1,1,906,906,906,1.0,1.0
chr_502+CDS652,chr_502+CDS591,-,2455,2455,2455,1.0,1.0,5,5,2244,2244,2244,1.0,1.0
chr_502+CDS659,chr_502+CDS597,-,1418,1418,1418,1.0,1.0,6,6,1149,1149,1149,1.0,1.0
chr_502+CDS660,chr_502+CDS598,+,1932,1932,1932,1.0,1.0,6,6,1665,1665,1665,1.0,1.0
chr_502+CDS661,chr_502+CDS599,-,432,432,432,1.0,1.0,2,2,312,312,312,1.0,1.0
chr_502+CDS662,chr_502+CDS600,+,1914,1914,1914,1.0,1.0,7,7,1590,1590,1590,1.0,1.0
chr_502+CDS668,chr_502+CDS605,-,477,477,477,1.0,1.0,1,1,477,477,477,1.0,1.0
chr_502+CDS670,chr_502+CDS607,-,1433,1433,1433,1.0,1.0,7,7,1008,1008,1008,1.0,1.0
chr_502+CDS671,chr_502+CDS608,-,723,723,723,1.0,1.0,3,3,561,561,561,1.0,1.0
chr_502+CDS672,chr_502+CDS609,+,852,852,852,1.0,1.0,3,3,414,414,414,1.0,1.0
chr_502+CDS674,chr_502+CDS610,-,1948,1948,1948,1.0,1.0,3,3,1818,1818,1818,1.0,1.0
chr_502+CDS675,chr_502+CDS611,-,638,638,638,1.0,1.0,2,2,585,585,585,1.0,1.0
chr_502+CDS676,chr_502+CDS612,+,1033,1033,1033,1.0,1.0,2,2,951,951,951,1.0,1.0
chr_502+CDS677,chr_502+CDS613,+,2445,2445,2445,1.0,1.0,2,2,2388,2388,2388,1.0,1.0
chr_502+CDS678,chr_502+CDS614,-,1731,1731,1731,1.0,1.0,1,1,1731,1731,1731,1.0,1.0
chr_502+CDS679,chr_502+CDS615,-,1130,1130,1130,1.0,1.0,3,3,1023,1023,1023,1.0,1.0
chr_502+CDS680,chr_502+CDS616,-,1428,1428,1428,1.0,1.0,1,1,1428,1428,1428,1.0,1.0
